OBJECTID,FIRE_ID,FIRE_NAME,lat,lon,ignition_date,acres_burned,fire type,precip_7d_prior (mm),temp_max_7d_prior (°C),rh_min_7d_prior (%),soil_moisture_7d_prior_avg (m³/m³),temp_ign_1400 (°C),rh_ign_1400 (%),soil_moisture_ign_1400 (m³/m³),wind_speed_ign_1400 (km/h),wind_direction_ign_1400 (°),wind_gust_ign_1400 (km/h),precip_ign_day (mm),precip_30d_post (mm),temp_max_30d_post (°C),wind_speed_max_30d_post (km/h),wind_gust_max_30d_post (km/h),rh_min_30d_post (%),ndvi,land_cover,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos
4778169.0,FL2932008177220160505,ISLAND,29.318,-81.767,2016-05-05,527.0,Wildfire,21.2,33.0,33.0,0.1074285714285714,25.5,26.0,0.204,22.9,278.0,52.6,0.0,65.5,34.5,19.1,46.4,22.0,0.6264500000000001,8.0,27.0,1.0,123.0,0.8386705679454239,-0.5446390350150271
4777296.0,FL2594608131020160506,BIRDON,25.944,-81.296,2016-05-06,10986.0,Wildfire,21.3,32.7,32.0,0.0990654761904761,26.4,34.0,0.148,14.1,302.0,34.2,0.0,122.3,32.9,21.6,46.4,26.0,0.38045,11.0,4.0,0.0,0.0,0.0,1.0
4777377.0,AZ3147211145020160506,CUMERO,31.486,-111.42,2016-05-06,5616.0,Wildfire,0.0,31.5,7.0,0.1159940476190476,20.6,18.0,0.115,29.7,211.0,56.9,0.0,0.1,39.5,33.1,62.6,4.0,0.29845,7.0,1240.0,3.0,143.0,0.6018150231520482,-0.7986355100472929
4777801.0,NM3324610842720160506,MCKENNA,33.237,-108.471,2016-05-06,10869.0,Wildfire,4.0,20.9,19.0,0.2607380952380952,17.2,20.0,0.236,31.6,197.0,82.1,0.0,22.8,28.2,25.3,68.4,7.0,0.46790000000000004,8.0,2406.0,2.0,327.0,-0.544639035015027,0.838670567945424
4778207.0,MN4751509209720160506,SKIBO,47.498,-92.044,2016-05-06,763.0,Wildfire,2.6,22.1,31.0,0.3547976190476191,28.6,33.0,0.33,21.5,252.0,55.4,3.4,66.6,24.6,28.0,63.7,29.0,0.6192000000000001,5.0,474.0,1.0,327.0,-0.544639035015027,0.838670567945424
4777814.0,AZ3367210971820160509,LION,33.659,-109.707,2016-05-09,3125.0,Wildfire,4.9,21.6,20.0,0.2919107142857143,16.3,31.0,0.292,14.8,276.0,41.4,0.0,6.7,30.5,25.3,68.0,8.0,0.5851500000000001,8.0,2236.0,5.0,348.0,-0.20791169081775987,0.9781476007338056
4777827.0,AZ3138210942420160510,COLLEGE PEAK,31.381,-109.433,2016-05-10,1694.0,Wildfire,0.0,28.3,6.0,0.1150892857142857,25.9,11.0,0.115,14.8,225.0,35.3,0.0,0.7000000000000001,36.2,34.9,69.1,4.0,0.18045,10.0,1619.0,23.0,224.0,-0.6946583704589974,-0.7193398003386511
4777753.0,AZ3494711153620160515,MORMON,34.961,-111.573,2016-05-15,7897.0,Wildfire,2.1,23.7,12.0,0.2945595238095237,19.0,16.0,0.255,29.9,220.0,67.7,0.0,16.3,30.2,35.9,80.6,7.0,0.5174500000000001,9.0,2224.0,4.0,262.0,-0.9902680687415703,-0.13917310096006583
4777378.0,AZ3135011111020160516,LA SIERRA,31.346,-111.12,2016-05-16,11035.0,Wildfire,0.1,31.2,5.0,0.0742261904761904,25.7,11.0,0.074,27.6,216.0,61.9,0.0,8.3,37.1,28.6,65.2,4.0,0.23645000000000002,7.0,1553.0,13.0,111.0,0.9335804264972017,-0.35836794954530027
4777750.0,AZ3504611168420160517,COWBOY,35.036,-111.664,2016-05-17,2128.0,Wildfire,1.3,24.0,12.0,0.2898095238095238,12.2,50.0,0.3,9.8,208.0,34.9,2.6,10.0,30.7,30.8,79.9,7.0,0.49260000000000004,9.0,2160.0,1.0,348.0,-0.20791169081775987,0.9781476007338056
4777384.0,CA3577412082220160518,CAMP ROBERTS,35.744,-120.802,2016-05-18,4442.0,Wildfire,0.0,28.5,28.0,0.1382738095238095,28.8,34.0,0.133,18.7,251.0,41.8,0.0,0.6000000000000001,34.4,20.4,46.4,15.0,0.29050000000000004,10.0,231.0,3.0,296.0,-0.898794046299167,0.4383711467890774
4777338.0,MN4789509208320160519,FOSS LAKE,47.916,-92.073,2016-05-19,917.0,Wildfire,5.7,19.1,28.0,0.2251130952380952,19.8,28.0,0.201,14.8,194.0,34.6,0.0,105.1,26.1,29.4,58.3,27.0,0.5175500000000001,5.0,463.0,1.0,146.0,0.5591929034707469,-0.8290375725550416
4777752.0,AZ3448811140320160519,PIVOT ROCK,34.484,-111.405,2016-05-19,6014.0,Wildfire,6.7,25.1,12.0,0.2643869047619048,19.5,31.0,0.313,12.4,240.0,31.3,0.3,2.6,31.7,27.0,69.8,6.0,0.5944,8.0,2122.0,3.0,354.0,-0.10452846326765342,0.9945218953682733
4777815.0,AZ3363710961320160521,PADDY CREEK,33.641,-109.624,2016-05-19,1960.0,Wildfire,14.9,24.0,10.0,0.2085535714285714,18.2,31.0,0.284,10.8,255.0,33.5,1.6,14.7,32.2,24.5,65.9,5.0,0.5418000000000001,8.0,2197.0,7.0,232.0,-0.7880107536067221,-0.6156614753256581
4777766.0,AZ3392311092420160520,JUNIPER,33.864,-110.926,2016-05-20,32293.0,Wildfire,15.2,25.8,8.0,0.2977738095238095,19.0,24.0,0.38,18.5,207.0,53.6,0.0,1.1,35.2,20.4,59.8,3.0,0.56575,8.0,2239.0,14.0,307.0,-0.798635510047293,0.6018150231520479
4777802.0,NM3378810742520160521,NORTH,33.862,-107.439,2016-05-21,34562.0,Wildfire,22.5,21.9,8.0,0.1461190476190476,19.5,20.0,0.158,18.6,189.0,48.6,0.0,10.6,30.8,26.1,65.5,3.0,0.3929,10.0,2598.0,4.0,164.0,0.2756373558169992,-0.9612616959383189
4777385.0,CA3641412125020160522,METZ,36.387,-121.217,2016-05-22,3826.0,Wildfire,0.0,32.4,17.0,0.0928333333333333,21.1,26.0,0.094,8.1,291.0,25.9,0.0,1.4,37.9,16.6,44.6,8.0,0.2675,6.0,312.0,7.0,340.0,-0.3420201433256686,0.9396926207859084
4777816.0,NM3387010879220160522,SPUR,33.858,-108.774,2016-05-22,2758.0,Wildfire,7.7,21.1,7.0,0.1028869047619047,19.1,16.0,0.091,21.7,222.0,58.0,0.0,5.1000000000000005,32.9,25.7,64.8,3.0,0.43515000000000004,9.0,2520.0,2.0,81.0,0.9876883405951378,0.15643446504023092
4777394.0,AZ3151411033620160525,RIDGE,31.529,-110.338,2016-05-25,1391.0,Wildfire,0.0,27.8,8.0,0.1268630952380952,26.6,8.0,0.126,28.1,220.0,60.5,0.0,12.7,39.2,23.2,52.2,4.0,0.20145000000000002,10.0,1521.0,5.0,45.0,0.7071067811865475,0.7071067811865476
4777299.0,WA4706811998320160529,SUNLAND,47.045,-119.99,2016-05-29,1940.0,Wildfire,0.0,24.1,18.0,0.0650357142857142,21.9,26.0,0.041,20.2,286.0,41.8,0.0,18.3,38.3,29.5,62.6,9.0,0.21875,10.0,380.0,2.0,174.0,0.10452846326765373,-0.9945218953682733
4777652.0,AZ3555211193620160529,BERT,35.553,-111.967,2016-05-29,5583.0,Wildfire,2.1,22.4,9.0,0.1322619047619047,24.2,8.0,0.133,18.3,200.0,41.0,0.0,5.7,35.8,36.9,68.8,3.0,0.27605,10.0,2073.0,0.0,343.0,-0.29237170472273716,0.9563047559630353
4777756.0,AZ3474411139720160529,JACK,34.705,-111.326,2016-05-29,35926.0,Wildfire,0.4,22.7,13.0,0.1604523809523809,23.7,10.0,0.127,18.2,210.0,46.1,0.0,8.2,35.4,30.7,67.0,5.0,0.3804,9.0,2100.0,1.0,270.0,-1.0,-1.8369701987210297e-16
4778194.0,FL2969308346220160529,TIDE SWAMP,29.711,-83.45,2016-05-29,716.0,Wildfire,0.0,32.6,28.0,0.2092619047619047,31.6,42.0,0.152,9.1,263.0,26.6,0.0,106.8,35.3,27.4,52.2,33.0,0.6338,2.0,17.0,2.0,224.0,-0.6946583704589974,-0.7193398003386511
4778157.0,FL2831808094220160530,BULL BRANCH,28.316,-80.944,2016-05-30,676.0,Wildfire,2.9,30.7,43.0,0.2057797619047618,31.0,53.0,0.17,3.4,212.0,18.0,6.2,131.1,33.0,29.3,79.6,49.0,0.52395,9.0,16.0,0.0,270.0,-1.0,-1.8369701987210297e-16
4777379.0,AZ3143111121820160601,MULE RIDGE,31.425,-111.204,2016-06-01,8619.0,Wildfire,0.0,29.7,6.0,0.0683154761904761,30.6,12.0,0.068,14.9,340.0,36.4,0.0,46.7,41.5,29.0,55.4,4.0,0.29375,7.0,1311.0,7.0,71.0,0.9455185755993167,0.32556815445715676
4777685.0,CA3584111804120160601,CHIMNEY,35.855,-118.025,2016-06-01,1477.0,Wildfire,2.0,26.6,9.0,0.0287023809523809,28.0,8.0,0.022,13.0,161.0,38.2,0.0,3.2,33.2,24.4,68.4,5.0,0.30460000000000004,10.0,1969.0,5.0,60.0,0.8660254037844386,0.5000000000000001
4777761.0,CA3601612132120160602,STONY,35.989,-121.293,2016-06-02,5117.0,Wildfire,0.0,30.7,21.0,0.1307380952380952,30.5,24.0,0.127,8.2,241.0,24.5,0.0,0.4,37.2,18.0,46.4,9.0,0.28140000000000004,10.0,448.0,10.0,190.0,-0.17364817766693047,-0.984807753012208
4778216.0,AK6105016359820160602,AROPUK LAKE,61.028,-163.575,2016-06-02,2266.0,Wildfire,2.8,22.9,37.0,0.3225,15.3,51.0,0.291,26.3,2.0,45.4,0.0,59.1,22.5,28.3,47.5,34.0,,,,,,,
4778217.0,AK6205516117920160603,KUYUKUTUK RIVER,62.06,-161.247,2016-06-03,20099.0,Wildfire,0.7,22.2,38.0,0.3333690476190476,14.9,48.0,0.297,13.8,354.0,31.3,0.0,61.5,22.7,23.7,49.3,34.0,,,,,,,
4777760.0,CA3611312128920160604,COLEMAN,36.125,-121.284,2016-06-04,2880.0,Wildfire,0.0,33.2,8.0,0.1383511904761905,29.1,20.0,0.135,11.2,195.0,34.2,0.0,0.3,36.1,17.5,45.4,7.0,0.37275,10.0,767.0,12.0,106.0,0.9612616959383189,-0.27563735581699905
4777393.0,AZ3161611056520160606,LONGVIEW,31.633,-110.548,2016-06-06,1105.0,Wildfire,0.2,37.7,5.0,0.2211845238095238,38.1,5.0,0.221,20.0,247.0,44.6,0.0,40.5,40.2,24.5,54.4,4.0,0.192,10.0,1475.0,1.0,50.0,0.766044443118978,0.6427876096865394
4777715.0,UT4042511308720160606,CEDAR,40.41,-113.074,2016-06-06,1323.0,Wildfire,0.1,35.2,7.0,0.0271428571428571,33.6,9.0,0.026,14.5,210.0,36.4,0.0,11.3,37.4,39.5,78.5,5.0,0.20270000000000002,10.0,1349.0,2.0,259.0,-0.981627183447664,-0.1908089953765446
4777803.0,NM3314910832620160606,TURKEY,33.146,-108.335,2016-06-06,6342.0,Wildfire,2.6,29.8,6.0,0.1266964285714285,29.1,11.0,0.122,10.6,235.0,32.0,0.0,25.2,34.1,24.8,65.2,3.0,0.49810000000000004,9.0,2234.0,10.0,80.0,0.984807753012208,0.17364817766693041
4777638.0,CA4162312355820160607,PONY,41.614,-123.549,2016-06-07,3131.0,Wildfire,1.5,32.0,16.0,0.1945238095238095,27.6,29.0,0.183,9.4,247.0,42.5,0.6,17.3,30.7,12.8,45.4,10.0,0.66815,1.0,1169.0,13.0,108.0,0.9510565162951536,-0.30901699437494734
4777705.0,OR4448812148120160607,0152 AKAWANA OD,44.498,-121.45,2016-06-07,2113.0,Wildfire,0.0,33.6,12.0,0.0350833333333333,32.9,11.0,0.035,2.6,286.0,20.9,0.1,19.0,30.3,23.7,57.6,12.0,0.4127,1.0,1079.0,6.0,40.0,0.6427876096865393,0.766044443118978
4777303.0,WA4807711941620160608,TIMM RANCH,48.086,-119.431,2016-06-08,1442.0,Wildfire,0.0,35.9,11.0,0.115172619047619,27.9,21.0,0.106,21.6,213.0,43.9,0.0,22.9,33.7,25.5,54.4,13.0,0.28165,10.0,508.0,8.0,222.0,-0.6691306063588582,-0.7431448254773942
4777313.0,OR4536912057620160608,0162 RN CURRIE CANYON,45.36,-120.571,2016-06-08,6338.0,Wildfire,0.0,36.1,13.0,0.0790357142857142,23.3,34.0,0.076,23.4,269.0,46.8,0.0,19.4,32.6,29.5,57.2,17.0,0.21975,10.0,497.0,17.0,254.0,-0.961261695938319,-0.2756373558169989
4777757.0,AZ3421111274520160608,TENDERFOOT,34.232,-112.708,2016-06-08,4363.0,Wildfire,0.0,36.4,4.0,0.165,30.8,16.0,0.165,15.4,237.0,36.4,0.0,9.4,38.2,23.2,52.6,5.0,0.27255,7.0,1588.0,4.0,277.0,-0.992546151641322,0.12186934340514768
4777662.0,UT3978611235820160609,NORTH MOORE,39.81,-112.332,2016-06-09,1341.0,Wildfire,0.0,31.8,5.0,0.0252916666666666,31.7,9.0,0.024,28.9,219.0,62.3,0.0,6.6,34.3,37.8,80.6,4.0,0.24785000000000001,10.0,1972.0,8.0,294.0,-0.9135454576426011,0.40673664307579976
4778247.0,AK6695515702720160610,WARREN CREEK,66.962,-156.974,2016-06-10,3506.0,Wildfire,4.1,16.2,39.0,0.2472083333333333,16.1,52.0,0.22,7.6,301.0,23.4,0.0,49.8,25.9,15.7,45.4,34.0,,,,,,,
4777648.0,UT3736211355320160613,SADDLE,37.363,-113.537,2016-06-13,2365.0,Wildfire,2.8000000000000003,26.1,5.0,0.1174940476190476,16.7,14.0,0.127,18.1,227.0,45.7,0.7000000000000001,29.3,29.5,33.5,84.6,4.0,0.4798,10.0,2744.0,21.0,31.0,0.5150380749100542,0.8571673007021123
4777654.0,AZ3636611198720160613,WILDCAT,36.387,-111.976,2016-06-13,1528.0,Wildfire,4.8,33.2,5.0,0.090297619047619,24.0,13.0,0.1,17.9,245.0,51.1,0.6,47.1,36.5,26.7,73.8,5.0,0.23385,10.0,1871.0,2.0,18.0,0.3090169943749474,0.9510565162951535
4777799.0,CO3856310850620160614,KELSO,38.555,-108.508,2016-06-14,1578.0,Wildfire,3.6,27.8,8.0,0.1553273809523809,21.1,14.0,0.16,19.2,230.0,52.9,0.0,16.400000000000002,31.7,29.9,81.7,5.0,0.74255,9.0,2560.0,5.0,118.0,0.8829475928589269,-0.4694715627858909
4778265.0,NM3481110637520160614,DOG HEAD,34.851,-106.3,2016-06-14,19816.0,Wildfire,0.7,30.6,7.0,0.2325595238095238,24.9,7.0,0.222,16.6,252.0,45.7,0.0,12.3,33.2,24.5,64.1,3.0,0.39680000000000004,10.0,2276.0,2.0,59.0,0.8571673007021123,0.5150380749100542
4777797.0,AZ3405511018420160615,CEDAR,34.016,-110.15,2016-06-15,44163.0,Wildfire,1.6,32.2,9.0,0.139,28.7,8.0,0.137,22.4,213.0,58.7,0.0,40.3,37.4,20.6,55.4,4.0,0.4041,8.0,1825.0,6.0,107.0,0.9563047559630355,-0.29237170472273666
4777822.0,AZ3422210948620160616,QUEMADO,34.248,-109.454,2016-06-16,2475.0,Wildfire,1.0,30.8,6.0,0.1036190476190476,28.2,8.0,0.1,24.1,238.0,51.8,0.0,37.4,35.0,27.3,57.6,4.0,0.15475,10.0,2103.0,7.0,42.0,0.6691306063588582,0.7431448254773942
4777374.0,WY4498510595620160618,SHORT,44.981,-105.946,2016-06-18,2282.0,Wildfire,2.3,36.7,11.0,0.1230595238095238,33.4,23.0,0.14,21.1,171.0,40.7,1.1,11.7,37.8,43.0,77.0,8.0,0.33590000000000003,10.0,1113.0,4.0,86.0,0.9975640502598242,0.06975647374412523
4777380.0,AZ3177311155720160618,BROWN,31.762,-111.567,2016-06-18,15681.0,Wildfire,0.0,32.3,4.0,0.0959166666666666,35.0,6.0,0.085,16.7,6.0,35.6,0.0,56.9,38.7,24.1,47.2,4.0,0.26005,10.0,1593.0,18.0,193.0,-0.22495105434386498,-0.9743700647852352
4777776.0,MT4524810662420160618,WALL,45.254,-106.614,2016-06-18,1647.0,Wildfire,4.7,33.4,16.0,0.15575,33.8,22.0,0.158,14.4,177.0,34.2,0.0,13.9,37.4,41.3,75.2,14.0,0.33280000000000004,10.0,1003.0,3.0,57.0,0.838670567945424,0.5446390350150271
4777747.0,CA3260811664120160619,BORDER 3,32.611,-116.572,2016-06-19,7958.0,Wildfire,0.0,32.8,11.0,0.0833511904761904,38.3,12.0,0.082,12.6,294.0,38.9,0.0,0.0,39.8,18.0,44.3,10.0,0.30905,10.0,873.0,6.0,259.0,-0.981627183447664,-0.1908089953765446
4777782.0,CO4095810663420160619,BEAVER CREEK,40.957,-106.505,2016-06-19,44221.0,Wildfire,5.3,24.3,16.0,0.2760059523809524,24.3,16.0,0.227,15.4,249.0,43.2,0.0,30.5,27.6,25.9,67.3,12.0,0.5549000000000001,10.0,2764.0,5.0,44.0,0.6946583704589973,0.7193398003386512
4777314.0,WA4643912013220160620,BEAM ROAD,46.447,-120.128,2016-06-20,1401.0,Wildfire,5.9,23.1,17.0,0.1012797619047619,25.5,18.0,0.107,1.5,284.0,19.8,0.0,2.4,35.0,25.0,58.3,12.0,0.23115000000000002,10.0,491.0,2.0,154.0,0.4383711467890773,-0.898794046299167
4777734.0,CA3414411793320160620,FISH,34.181,-117.939,2016-06-20,4528.0,Wildfire,0.0,38.5,7.0,0.1243392857142857,39.2,14.0,0.123,13.0,236.0,43.6,0.0,2.1,35.0,13.4,42.5,11.0,0.48675,6.0,898.0,13.0,63.0,0.8910065241883678,0.4539904997395468
4777735.0,CA3416811790020160620,RESERVOIR,34.197,-117.876,2016-06-20,1268.0,Wildfire,0.0,40.2,7.0,0.1243392857142857,40.9,14.0,0.123,13.0,236.0,43.6,0.0,2.1,36.8,13.4,42.5,12.0,0.4093,10.0,641.0,15.0,63.0,0.8910065241883678,0.4539904997395468
4777668.0,WY4426110450120160621,DOUGLAS,44.251,-104.516,2016-06-21,1845.0,Wildfire,1.6,34.2,11.0,0.1662142857142857,35.1,13.0,0.144,12.1,233.0,34.2,0.0,30.7,36.4,36.4,66.6,8.0,0.4944,10.0,1382.0,7.0,50.0,0.766044443118978,0.6427876096865394
4777809.0,CO3765110836820160621,LONG DRAW,37.649,-108.366,2016-06-21,1732.0,Wildfire,0.0,30.9,8.0,0.1910178571428571,29.5,15.0,0.168,9.8,242.0,34.6,0.0,44.3,29.1,23.7,71.3,9.0,0.7713500000000001,8.0,2567.0,3.0,284.0,-0.9702957262759966,0.24192189559966745
4777818.0,AZ3316410915820160621,BURRO,33.156,-109.153,2016-06-21,1206.0,Wildfire,0.0,39.2,4.0,0.1437261904761904,35.2,15.0,0.141,9.5,191.0,28.4,0.1,16.6,37.3,20.3,53.6,8.0,0.29345,7.0,1637.0,13.0,328.0,-0.529919264233205,0.848048096156426
4777820.0,AZ3334310908920160621,MAPLE,33.351,-109.079,2016-06-21,1289.0,Wildfire,0.0,34.7,3.0,0.0792321428571428,30.4,14.0,0.078,9.7,207.0,28.4,0.1,21.3,32.6,21.3,55.4,7.0,0.6254500000000001,8.0,2311.0,13.0,21.0,0.35836794954530027,0.9335804264972017
4777686.0,CA3561311846620160623,ERSKINE,35.569,-118.334,2016-06-23,48066.0,Wildfire,0.0,32.0,7.0,0.1275952380952381,29.2,9.0,0.12,16.6,272.0,52.6,0.0,0.0,33.7,19.5,63.4,6.0,0.29075,10.0,1910.0,7.0,157.0,0.39073112848927377,-0.9205048534524404
4777343.0,UT4161611320320160624,PEPLIN,41.577,-113.163,2016-06-24,7097.0,Wildfire,0.0,32.5,6.0,0.0347440476190476,27.5,15.0,0.034,21.6,267.0,37.4,0.0,2.3,34.9,48.2,72.7,7.0,0.2553,10.0,1515.0,3.0,304.0,-0.8290375725550416,0.559192903470747
4777352.0,ID4281011470420160624,SALVAGE,42.8,-114.669,2016-06-24,1847.0,Wildfire,0.0,35.0,9.0,0.1038571428571428,23.3,23.0,0.101,27.9,285.0,60.1,0.0,3.2,37.6,30.4,61.2,5.0,0.2637,10.0,1066.0,1.0,290.0,-0.9396926207859083,0.342020143325669
4777669.0,WY4438610471520160625,KARA CREEK,44.388,-104.69,2016-06-24,6543.0,Wildfire,13.1,37.2,10.0,0.1679166666666666,33.7,13.0,0.137,4.0,260.0,22.7,0.1,28.9,37.2,35.4,71.6,8.0,0.38715,10.0,1283.0,5.0,18.0,0.3090169943749474,0.9510565162951535
4777698.0,MT4611611427120160624,OBSERVATION,46.122,-114.281,2016-06-24,1255.0,Wildfire,4.1,25.2,21.0,0.3138809523809523,7.3,72.0,0.287,14.1,283.0,51.1,2.7,53.8,27.5,18.8,62.3,18.0,0.4655,10.0,1904.0,29.0,175.0,0.0871557427476582,-0.9961946980917455
4777670.0,SD4447710397320160625,CROW PEAK,44.469,-103.967,2016-06-25,2848.0,Wildfire,0.4,33.1,13.0,0.2381190476190476,22.1,20.0,0.204,20.3,277.0,48.6,0.0,40.2,33.2,30.8,70.2,15.0,0.5478000000000001,8.0,1613.0,16.0,257.0,-0.9743700647852351,-0.22495105434386525
4777786.0,MT4556310428220160625,YATES 2,45.555,-104.275,2016-06-25,1302.0,Wildfire,1.3,36.5,11.0,0.143595238095238,23.6,17.0,0.13,40.3,281.0,68.8,0.0,27.9,38.0,48.5,79.9,11.0,0.49605000000000005,10.0,1199.0,3.0,49.0,0.754709580222772,0.6560590289905073
4778246.0,AK6543315486220160625,DULBI RIVER,65.432,-154.85,2016-06-25,2697.0,Wildfire,28.9,21.9,36.0,0.3569821428571428,22.9,41.0,0.315,3.1,315.0,14.8,0.6,106.8,26.9,18.6,46.1,40.0,,,,,,,
4777425.0,LA2986109349220160626,COTTONMOUTH,29.853,-93.493,2016-06-26,4550.0,Wildfire,24.5,30.4,63.0,0.2750357142857143,29.5,77.0,0.282,8.2,119.0,20.5,2.9,87.2,32.8,27.5,47.9,58.0,0.50265,9.0,3.0,0.0,0.0,0.0,1.0
4778234.0,AK6715415315120160626,INIAKUK LAKE,67.136,-152.883,2016-06-26,34707.0,Wildfire,33.8,22.9,38.0,0.3574345238095238,20.9,55.0,0.305,12.2,223.0,40.7,3.0,53.1,26.9,18.5,52.2,32.0,,,,,,,
4778236.0,AK6586915575620160626,DULBI FLATS,65.874,-155.582,2016-06-26,54730.0,Wildfire,18.8,25.4,31.0,0.3184107142857143,23.1,39.0,0.271,10.7,250.0,29.5,0.5,73.4,30.0,18.3,43.6,30.0,,,,,,,
4778240.0,AK6679815396820160626,HOGATZA RIVER,66.796,-153.627,2016-06-26,51144.0,Wildfire,25.9,24.1,35.0,0.3307261904761904,21.7,56.0,0.279,13.4,250.0,32.4,1.4,44.2,28.0,20.2,48.6,30.0,,,,,,,
4778242.0,AK6535015458520160626,MELOZITNA,65.354,-154.559,2016-06-26,1067.0,Wildfire,26.0,23.9,37.0,0.3789821428571428,19.6,68.0,0.412,7.4,231.0,26.6,16.5,139.7,27.1,17.1,47.9,42.0,,,,,,,
4778245.0,AK6613615574220160626,HIGH CREEK,66.175,-155.624,2016-06-26,15009.0,Wildfire,15.8,24.4,35.0,0.3182678571428571,22.6,45.0,0.277,11.2,249.0,29.2,0.3,47.6,29.5,16.6,40.7,32.0,,,,,,,
4778158.0,FL2852608089320160627,TWIN FIRE,28.531,-80.897,2016-06-27,957.0,Wildfire,8.5,33.2,48.0,0.2849404761904762,31.1,63.0,0.278,2.3,342.0,20.9,4.3,107.5,34.1,18.1,40.0,46.0,0.5113,10.0,5.0,0.0,49.0,0.754709580222772,0.6560590289905073
4778238.0,AK6666515312120160627,SIRUK CREEK,66.67,-153.07,2016-06-27,1906.0,Wildfire,11.5,24.7,36.0,0.3311726190476191,18.3,51.0,0.327,14.1,255.0,33.8,0.9,38.7,28.2,21.5,50.8,30.0,,,,,,,
4777357.0,NV3978811753420160628,HORSESHOE,39.8,-117.546,2016-06-28,6800.0,Wildfire,0.0,31.9,4.0,0.0260773809523809,31.5,7.0,0.025,11.6,286.0,31.0,0.0,0.3,34.1,26.1,58.7,4.0,0.2104,10.0,1908.0,11.0,17.0,0.29237170472273677,0.9563047559630354
4777389.0,AZ3429511212420160628,BUG CREEK,34.294,-112.117,2016-06-28,1184.0,Wildfire,1.8,39.5,10.0,0.2396488095238095,36.8,18.0,0.251,10.0,193.0,26.6,1.2,44.4,39.7,22.0,52.6,8.0,0.18595,10.0,1156.0,2.0,141.0,0.6293203910498374,-0.7771459614569709
4777651.0,AZ3593411190320160628,SCOTT,35.936,-111.893,2016-06-28,2502.0,Wildfire,0.0,33.9,6.0,0.1165297619047619,26.4,24.0,0.15,0.4,90.0,23.0,4.0,10.6,34.9,27.5,86.4,6.0,0.42565000000000003,10.0,2060.0,3.0,74.0,0.9612616959383189,0.27563735581699916
4777742.0,CA3895812085620160628,TRAILHEAD,38.963,-120.83,2016-06-28,5743.0,Wildfire,0.0,37.4,9.0,0.2709880952380952,37.6,9.0,0.258,11.8,243.0,36.0,0.0,0.0,39.2,18.4,56.5,8.0,0.455,1.0,550.0,34.0,180.0,1.2246467991473532e-16,-1.0
4777844.0,AZ3337911025320160628,SUMMIT,33.385,-110.257,2016-06-28,1231.0,Wildfire,3.0,37.6,10.0,0.2425059523809523,35.5,18.0,0.257,9.3,167.0,24.8,0.2,40.7,37.4,20.0,49.3,9.0,0.2492,7.0,1347.0,9.0,277.0,-0.992546151641322,0.12186934340514768
4777663.0,AZ3626611202520160629,FULLER,36.295,-111.975,2016-06-29,15275.0,Wildfire,3.7,34.9,6.0,0.0230416666666666,32.0,19.0,0.029,3.6,143.0,24.5,1.1,34.8,36.7,23.1,83.9,5.0,0.55425,7.0,1829.0,30.0,23.0,0.39073112848927377,0.9205048534524404
4777845.0,CO4011910832820160629,BLAIR,40.105,-108.312,2016-06-29,1063.0,Wildfire,1.3,33.0,4.0,0.1111547619047619,30.5,12.0,0.108,12.0,263.0,33.1,0.8999999999999999,23.4,32.8,32.4,71.3,5.0,0.2338,10.0,2000.0,10.0,91.0,0.9998476951563913,-0.017452406437283477
4778256.0,AK6695114644020160630,CHANDALAR RIVER,66.957,-146.398,2016-06-30,2319.0,Wildfire,7.7,26.1,28.0,0.2304047619047619,25.0,38.0,0.228,11.5,70.0,34.2,0.3,56.7,30.7,24.4,58.7,21.0,,,,,,,
4777311.0,OR4562412106720160701,FIFTEEN MILE,45.638,-121.006,2016-07-01,4044.0,Wildfire,0.0,32.7,18.0,0.1535238095238095,27.5,27.0,0.143,17.3,268.0,43.6,0.0,4.7,36.6,26.3,62.6,14.0,0.257,10.0,330.0,11.0,253.0,-0.9563047559630353,-0.2923717047227371
4777737.0,CA3521211873720160701,DEER,35.222,-118.688,2016-07-01,1885.0,Wildfire,0.0,34.4,17.0,0.1136428571428571,34.5,24.0,0.113,8.3,272.0,35.3,0.0,0.0,37.1,13.4,40.7,13.0,0.4189,10.0,817.0,18.0,322.0,-0.6156614753256582,0.788010753606722
4777358.0,NV4102211692120160702,HOT POT,41.084,-116.884,2016-07-02,120015.0,Wildfire,0.0,34.9,6.0,0.0259464285714285,30.7,15.0,0.025,8.4,230.0,23.8,0.5,0.1,36.4,28.5,56.9,4.0,0.25120000000000003,10.0,1539.0,4.0,310.0,-0.7660444431189781,0.6427876096865393
4777762.0,CA3608212045920160702,CURRY,36.087,-120.45,2016-07-02,2837.0,Wildfire,0.0,41.0,5.0,0.1059523809523809,34.3,20.0,0.105,14.7,242.0,40.3,0.0,0.0,41.1,20.6,51.1,6.0,0.23190000000000002,7.0,549.0,18.0,313.0,-0.7313537016191703,0.6819983600624986
4778248.0,AK6713915562420160702,MAUNELUK RIVER,67.139,-155.622,2016-07-02,5729.0,Wildfire,7.6,24.6,42.0,0.2715178571428571,22.6,61.0,0.235,7.2,270.0,22.7,6.4,101.1,27.1,16.2,55.8,39.0,,,,,,,
